id, name, type, more_names
132, relaxed-purple, ?, 
133, relaxed-red, ?, 
134, relaxed-white, ?, 
135, relaxed-yellow, ?, 
136, side_eye-blue, ?, 
137, side_eye-gray, ?, 
138, side_eye-green, ?, 
139, side_eye-purple, ?, 
140, side_eye-red, ?, 
141, side_eye-white, ?, 
142, side_eye-yellow, ?, 
143, adorable, ?, 
144, diamonds, ?, 
145, moon, ?, 
146, rainbow, ?, 
147, angry-golden, ?, 
148, discerning-golden, ?, 
149, open-golden, ?, 
150, relaxed-golden, ?, 
151, side_eye-golden, ?, 
152, angry-ruby, ?, 
153, angry-skeleton, ?, 
154, discerning-ruby, ?, 
155, discerning-skeleton, ?, 
156, open-ruby, ?, 
157, open-skeleton, ?, 
158, relaxed-ruby, ?, 
159, relaxed-skeleton, ?, 
160, side_eye-ruby, ?, 
161, side_eye-skeleton, ?, 
162, angry-robot, ?, 
163, discerning-robot, ?, 
164, open-robot, ?, 
165, relaxed-robot, ?, 
166, side_eye-robot, ?, 
167, 3d_glasses, ?, 
168, aviators, ?, 
169, big_tech, ?, 
170, black_rimed_glasses, ?, 
171, eye_patch, ?, 
172, gazelles, ?, 
173, jobs_glasses, ?, 
174, monocle, ?, 
175, rose_colored_glasses, ?, 
176, sunglasses, ?, 
177, visor, ?, 
178, aviators_cap, ?, 
179, backwards_hat, ?, 
180, bandana, ?, 
181, beanie, ?, 
182, bow, ?, 
183, bucket_hat, ?, 
184, captains_cap, ?, 
185, chromie, ?, 
186, cowboy_hat, ?, 
187, crescent, ?, 
188, dancing_flame, ?, 
189, diamond, ?, 
190, duck, ?, 
191, durag, ?, 
192, fire, ?, 
193, flower, ?, 
194, forest_ranger, ?, 
195, grail, ?, 
196, green_mohawk, ?, 
197, gremplin, ?, 
198, halo, ?, 
199, headband, ?, 
200, heros_cap, ?, 
201, karate_band, ?, 
202, lincoln, ?, 
203, moon_hat, ?, 
204, pink_mohawk, ?, 
205, pirates_hat, ?, 
206, queens_crown, ?, 
207, rain, ?, 
208, skully, ?, 
209, space_helmet, ?, 
210, tiara, ?, 
211, tiny_crown, ?, 
212, witchs_hat, ?, 
213, wizards_hat, ?, 
214, bomber_jacket, ?, 
215, diamond_necklace, ?, 
216, gold_chain, ?, 
217, heros_tunic, ?, 
218, hoodie_down, ?, 
219, jean_jacket, ?, 
220, punk_jacket, ?, 
